archivo,fecha_hora,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20
p06_fila_060.html,2025-06-21 19:50:00,7,11,15,19,20,24,32,33,34,38,39,45,58,60,66,69,76,77,86,87
p06_fila_059.html,2025-06-21 19:55:00,2,17,19,22,28,29,34,36,40,42,45,46,51,52,59,71,75,78,81,90
p06_fila_058.html,2025-06-21 20:00:00,2,7,19,22,25,26,31,32,35,43,44,47,55,56,66,70,73,76,83,88
p06_fila_057.html,2025-06-21 20:05:00,14,17,20,23,39,41,45,49,52,57,65,69,70,74,75,76,79,80,83,87
p06_fila_056.html,2025-06-21 20:10:00,2,4,5,6,11,14,18,20,33,35,37,38,48,53,54,66,72,77,79,88
p06_fila_055.html,2025-06-21 20:15:00,14,17,18,21,22,28,31,34,35,45,47,51,64,73,77,79,82,85,86,90
p06_fila_054.html,2025-06-21 20:20:00,8,12,23,28,30,31,35,36,40,41,53,55,57,59,60,62,72,76,82,90
p06_fila_053.html,2025-06-21 20:25:00,1,2,6,15,19,25,28,34,40,41,44,46,51,55,56,62,67,69,74,84
p06_fila_052.html,2025-06-21 20:30:00,4,9,10,14,18,21,23,25,29,42,48,53,55,56,57,69,70,79,82,85
p06_fila_051.html,2025-06-21 20:35:00,2,6,7,11,12,15,16,21,23,24,33,34,47,49,59,68,69,71,75,88
p06_fila_050.html,2025-06-21 20:40:00,2,5,10,16,22,23,25,27,33,34,37,39,45,47,48,70,72,79,89,90
p06_fila_049.html,2025-06-21 20:45:00,5,6,9,19,23,28,36,37,45,46,49,51,54,59,65,70,71,73,79,90
p06_fila_048.html,2025-06-21 20:50:00,5,6,7,8,13,24,25,31,32,40,46,49,51,58,63,68,71,78,84,87
p06_fila_047.html,2025-06-21 20:55:00,7,8,11,15,17,21,27,28,30,33,38,41,48,62,73,74,78,83,84,87
p06_fila_046.html,2025-06-21 21:00:00,16,24,26,28,30,31,40,41,42,45,47,52,63,64,66,77,81,83,84,86
p06_fila_045.html,2025-06-21 21:05:00,10,21,25,26,29,32,35,39,44,52,54,55,59,63,64,67,73,75,81,85
p06_fila_044.html,2025-06-21 21:10:00,12,15,20,24,30,43,45,50,54,58,60,61,62,69,71,75,80,82,85,89
p06_fila_043.html,2025-06-21 21:15:00,3,5,9,11,14,18,27,36,50,51,61,63,70,71,72,80,81,82,86,89
p06_fila_042.html,2025-06-21 21:20:00,4,7,13,15,16,26,28,32,36,38,39,40,52,63,64,67,69,70,71,80
p06_fila_041.html,2025-06-21 21:25:00,2,7,9,16,19,22,24,34,36,38,41,50,52,59,62,65,77,80,84,88
p06_fila_040.html,2025-06-21 21:30:00,2,9,12,13,19,21,22,49,50,51,52,55,57,59,61,65,74,77,78,80
p06_fila_039.html,2025-06-21 21:35:00,20,26,38,41,47,48,53,54,55,58,59,62,63,64,67,77,84,85,88,90
p06_fila_038.html,2025-06-21 21:40:00,4,5,7,9,17,20,25,26,27,36,46,53,55,64,70,72,75,81,82,83
p06_fila_037.html,2025-06-21 21:45:00,7,14,17,23,29,32,42,49,51,54,61,62,72,75,79,80,84,87,89,90
p06_fila_036.html,2025-06-21 21:50:00,9,12,13,16,25,29,33,34,38,43,47,51,53,58,59,74,80,81,84,89
p06_fila_035.html,2025-06-21 21:55:00,5,6,9,21,23,24,29,31,33,45,47,52,53,59,64,70,75,76,88,90
p06_fila_034.html,2025-06-21 22:00:00,1,2,4,7,10,16,22,39,43,46,48,51,53,56,58,59,60,73,75,86
p06_fila_033.html,2025-06-21 22:05:00,7,12,14,16,18,19,20,23,24,41,50,55,57,62,68,69,79,81,84,89
p06_fila_032.html,2025-06-21 22:10:00,2,7,10,11,12,19,23,38,39,42,48,62,68,71,75,78,80,82,83,88
p06_fila_031.html,2025-06-21 22:15:00,2,8,13,17,23,24,27,30,34,35,38,42,44,53,57,61,64,66,74,86
p06_fila_030.html,2025-06-21 22:20:00,3,8,12,13,19,22,23,30,43,52,53,55,56,59,62,67,70,75,76,83
p06_fila_029.html,2025-06-21 22:25:00,3,5,17,23,26,28,33,40,59,60,62,65,66,69,71,75,80,82,83,84
p06_fila_028.html,2025-06-21 22:30:00,2,5,6,11,12,18,24,26,28,37,43,49,50,52,57,66,78,83,87,88
p06_fila_027.html,2025-06-21 22:35:00,3,5,10,13,17,26,27,28,30,32,46,53,56,63,67,70,76,81,85,88
p06_fila_026.html,2025-06-21 22:40:00,1,2,8,9,27,29,31,34,35,36,43,53,56,57,63,68,71,75,84,89
p06_fila_025.html,2025-06-21 22:45:00,1,3,5,6,10,13,21,32,34,42,44,46,47,48,57,65,68,70,71,80
p06_fila_024.html,2025-06-21 22:50:00,3,5,9,14,15,21,27,29,31,33,36,38,42,50,52,54,61,67,71,85
p06_fila_023.html,2025-06-21 22:55:00,4,13,14,19,26,27,28,30,35,36,37,49,57,58,63,66,72,81,89,90
p06_fila_022.html,2025-06-21 23:00:00,1,2,4,6,7,14,15,26,30,34,39,51,62,64,69,71,72,80,83,87
p06_fila_021.html,2025-06-21 23:05:00,5,7,14,16,22,26,27,28,29,30,31,32,36,52,53,57,58,72,87,88
p06_fila_020.html,2025-06-21 23:10:00,1,2,13,15,16,25,26,36,41,47,49,57,58,62,63,70,71,79,80,89
p06_fila_019.html,2025-06-21 23:15:00,5,19,20,35,36,39,41,48,49,50,52,55,62,68,72,73,76,77,86,87
p06_fila_018.html,2025-06-21 23:20:00,6,9,14,18,23,24,30,33,34,42,44,46,50,56,57,62,63,67,68,77
p06_fila_017.html,2025-06-21 23:25:00,1,6,12,18,19,25,30,31,33,39,51,53,60,61,62,71,75,82,84,86
p06_fila_016.html,2025-06-21 23:30:00,8,9,11,12,14,17,18,19,33,37,50,52,65,66,69,70,73,76,85,90
p06_fila_015.html,2025-06-21 23:35:00,7,8,17,20,23,27,29,31,32,47,60,61,63,67,68,75,79,82,86,87
p06_fila_014.html,2025-06-21 23:40:00,21,23,28,29,41,43,44,46,47,51,55,60,61,62,71,72,74,79,81,84
p06_fila_013.html,2025-06-21 23:45:00,1,6,13,31,38,43,49,55,59,60,61,65,73,76,77,78,79,80,87,88
p06_fila_012.html,2025-06-21 23:50:00,3,6,12,13,23,26,29,35,36,40,42,45,46,58,63,68,78,82,83,87
p06_fila_011.html,2025-06-21 23:55:00,2,7,11,12,22,35,36,37,41,50,56,60,63,72,73,82,84,87,88,90
p06_fila_010.html,2025-06-22 00:00:00,10,17,24,25,30,31,34,35,36,40,46,53,61,68,69,71,76,79,82,88
p06_fila_009.html,2025-06-22 00:05:00,1,4,5,9,13,16,17,21,22,31,36,38,46,51,70,74,76,80,83,90
p06_fila_008.html,2025-06-22 00:10:00,1,6,10,11,21,34,36,38,39,40,41,46,49,54,72,74,82,83,89,90
p06_fila_007.html,2025-06-22 00:15:00,3,10,19,20,22,35,41,50,52,64,65,66,68,72,76,78,79,81,84,88
p06_fila_006.html,2025-06-22 00:20:00,7,14,15,16,26,36,46,55,61,62,63,70,71,73,77,80,85,86,87,90
p06_fila_005.html,2025-06-22 00:25:00,13,15,16,20,21,23,25,26,30,33,39,46,49,61,63,64,65,71,80,84
p06_fila_004.html,2025-06-22 00:30:00,2,5,15,21,23,24,32,33,37,38,40,48,49,56,60,62,63,71,81,82
p06_fila_003.html,2025-06-22 00:35:00,3,10,15,17,21,31,43,45,47,49,54,57,60,65,71,72,83,85,87,90
p06_fila_002.html,2025-06-22 00:40:00,9,11,15,16,22,24,25,28,32,38,41,46,48,50,52,58,59,63,66,82
p06_fila_001.html,2025-06-22 00:45:00,8,9,14,28,31,41,54,55,57,60,62,65,67,68,74,76,78,82,86,87
p06_fila_000.html,2025-06-22 00:50:00,6,7,12,20,22,23,26,27,31,32,46,52,54,56,58,61,76,80,82,85
p05_fila_099.html,2025-06-22 00:55:00,1,10,14,17,22,24,36,41,50,52,55,60,68,69,71,77,78,83,87,88
p05_fila_098.html,2025-06-22 01:00:00,5,12,15,17,19,22,28,29,30,33,37,46,48,50,53,54,62,68,72,81
p05_fila_097.html,2025-06-22 01:05:00,1,3,5,9,10,11,12,30,38,39,40,41,44,51,56,61,70,71,85,89
p05_fila_096.html,2025-06-22 01:10:00,9,17,18,20,21,25,36,40,44,45,50,54,56,57,60,61,65,78,80,87
p05_fila_095.html,2025-06-22 01:15:00,2,9,20,30,31,35,36,40,42,46,51,52,62,65,68,72,80,82,87,89
p05_fila_094.html,2025-06-22 01:20:00,2,3,11,15,23,26,33,37,40,41,47,55,61,62,67,68,70,72,79,85
p05_fila_093.html,2025-06-22 01:25:00,3,4,7,8,23,24,34,38,40,43,44,46,48,50,53,56,60,84,87,89
p05_fila_092.html,2025-06-22 01:30:00,1,5,10,15,17,25,26,30,36,41,42,46,50,52,54,60,70,73,84,85
p05_fila_091.html,2025-06-22 01:35:00,1,3,8,12,15,27,29,40,45,46,47,50,53,55,63,73,79,81,87,89
p05_fila_090.html,2025-06-22 01:40:00,4,11,14,18,22,32,33,37,49,51,56,58,60,62,65,68,70,71,72,73
p05_fila_089.html,2025-06-22 01:45:00,10,17,19,22,24,28,29,39,46,49,53,54,55,59,72,76,78,81,82,89
p05_fila_088.html,2025-06-22 01:50:00,2,13,15,24,28,33,38,40,47,51,56,61,67,68,69,73,78,81,82,87
p05_fila_087.html,2025-06-22 01:55:00,7,12,13,15,17,18,30,37,47,52,55,56,58,59,60,66,71,74,76,78
p05_fila_086.html,2025-06-22 02:00:00,1,6,7,10,11,31,34,41,54,57,59,68,70,72,73,79,82,86,89,90
p05_fila_085.html,2025-06-22 02:05:00,7,8,9,20,23,27,30,33,34,43,45,49,50,60,66,67,71,87,89,90
p05_fila_084.html,2025-06-22 02:10:00,4,8,9,12,14,15,22,23,25,27,30,42,43,60,61,70,72,76,86,88
p05_fila_083.html,2025-06-22 02:15:00,18,28,29,30,34,40,41,43,45,50,51,53,54,57,70,80,83,84,87,89
p05_fila_082.html,2025-06-22 02:20:00,6,12,17,20,21,23,33,37,47,59,65,68,72,76,77,80,82,83,87,88
p05_fila_081.html,2025-06-22 02:25:00,5,7,11,13,18,23,26,32,37,39,49,56,60,64,65,66,67,70,80,89
p05_fila_080.html,2025-06-22 02:30:00,3,16,20,21,23,38,39,40,56,58,59,60,64,71,75,79,85,88,89,90
p05_fila_079.html,2025-06-22 02:35:00,2,3,5,10,14,24,30,36,42,48,52,55,64,65,67,69,75,77,81,83
p05_fila_078.html,2025-06-22 02:40:00,1,3,10,11,12,13,18,24,26,55,58,59,60,62,64,71,74,78,86,90
p05_fila_077.html,2025-06-22 02:45:00,4,11,13,16,24,32,34,36,39,42,50,69,70,71,73,74,75,77,81,84
p05_fila_076.html,2025-06-22 02:50:00,6,17,20,33,38,41,51,54,55,56,58,61,69,74,78,83,85,86,89,90
p05_fila_075.html,2025-06-22 02:55:00,9,12,14,17,30,39,40,41,49,57,58,59,60,62,66,69,75,81,84,89
p05_fila_074.html,2025-06-22 03:00:00,8,15,21,28,31,34,36,42,43,46,51,54,56,63,64,74,75,79,88,90
p05_fila_073.html,2025-06-22 03:05:00,5,6,7,8,13,14,16,24,31,35,38,39,43,44,45,51,65,80,87,90
p05_fila_072.html,2025-06-22 03:10:00,2,3,8,13,16,17,18,24,30,37,43,59,63,69,71,72,73,81,89,90
p05_fila_071.html,2025-06-22 03:15:00,5,6,7,11,18,23,30,41,43,44,46,47,49,50,54,65,68,77,78,86
p05_fila_070.html,2025-06-22 03:20:00,10,15,17,21,25,29,32,35,36,51,56,60,63,65,67,70,75,80,84,87
p05_fila_069.html,2025-06-22 03:25:00,8,10,12,20,35,43,44,45,48,49,56,58,60,65,68,69,70,71,88,89
p05_fila_068.html,2025-06-22 03:30:00,6,8,9,10,12,15,16,19,29,33,34,39,47,56,58,66,74,77,82,84
p05_fila_067.html,2025-06-22 03:35:00,6,10,13,16,29,32,39,41,44,46,49,54,58,60,62,63,72,79,86,87
p05_fila_066.html,2025-06-22 03:40:00,5,6,8,9,13,15,19,34,41,47,49,51,52,56,61,71,81,85,86,90
p05_fila_065.html,2025-06-22 03:45:00,2,20,27,34,39,41,49,54,56,60,65,66,70,73,77,78,79,80,84,89
p05_fila_064.html,2025-06-22 03:50:00,2,3,4,8,11,14,21,24,27,33,34,37,46,50,55,60,65,69,83,90
p05_fila_063.html,2025-06-22 03:55:00,1,3,6,9,10,13,15,17,24,39,40,44,55,59,61,74,76,77,82,87
p05_fila_062.html,2025-06-22 04:00:00,6,9,10,15,21,28,32,34,35,38,45,49,52,54,59,62,71,79,89,90
p05_fila_061.html,2025-06-22 04:05:00,4,5,9,13,16,18,21,26,39,42,46,52,53,63,64,65,68,72,76,89
p05_fila_060.html,2025-06-22 04:10:00,5,10,14,15,19,23,25,29,30,34,38,40,43,45,56,77,79,83,87,90
p05_fila_059.html,2025-06-22 04:15:00,2,6,13,16,21,29,30,32,39,43,44,49,52,55,65,72,75,82,86,90
p05_fila_058.html,2025-06-22 04:20:00,7,12,16,18,19,23,34,36,37,55,56,57,63,65,68,69,75,76,80,84
p05_fila_057.html,2025-06-22 04:25:00,4,9,11,13,14,15,21,32,34,36,40,41,42,46,76,77,78,79,86,89
p05_fila_056.html,2025-06-22 04:30:00,3,13,15,16,24,27,31,35,38,42,43,45,49,57,60,62,65,84,87,90
p05_fila_055.html,2025-06-22 04:35:00,9,10,11,24,28,30,32,41,43,44,45,46,54,58,61,62,66,68,78,84
p05_fila_054.html,2025-06-22 04:40:00,5,6,8,15,25,26,28,31,44,46,49,50,60,64,67,73,77,80,81,89
p05_fila_053.html,2025-06-22 04:45:00,1,8,10,17,18,19,21,22,25,46,47,48,60,61,65,72,74,75,77,78
p05_fila_052.html,2025-06-22 04:50:00,1,2,3,7,22,34,37,42,49,51,59,61,66,70,72,74,76,79,89,90
p05_fila_051.html,2025-06-22 04:55:00,2,3,4,5,7,15,26,34,37,45,48,49,53,56,64,67,74,79,80,83
p05_fila_050.html,2025-06-22 05:00:00,5,11,12,13,15,19,20,25,28,35,37,38,42,47,50,56,58,76,87,89
p05_fila_049.html,2025-06-22 05:05:00,3,4,9,11,31,32,34,38,42,47,49,59,66,69,70,72,80,81,87,90
p05_fila_048.html,2025-06-22 05:10:00,5,8,21,22,32,34,38,39,41,42,47,55,58,60,62,63,65,66,77,85
p05_fila_047.html,2025-06-22 05:15:00,1,3,8,13,16,20,39,44,46,48,58,61,66,68,72,75,77,81,85,88
p05_fila_046.html,2025-06-22 05:20:00,4,8,17,23,25,30,32,35,42,45,51,55,61,67,68,69,70,72,74,88
p05_fila_045.html,2025-06-22 05:25:00,1,5,6,7,20,29,33,39,40,46,48,50,51,55,61,69,75,83,86,87
p05_fila_044.html,2025-06-22 05:30:00,4,10,11,20,22,23,25,45,48,49,54,55,57,63,66,72,83,84,85,89
p05_fila_043.html,2025-06-22 05:35:00,3,4,10,14,15,20,24,25,31,38,45,54,58,63,71,73,78,80,86,87
p05_fila_042.html,2025-06-22 05:40:00,3,4,6,13,21,28,30,34,40,45,56,60,61,64,67,70,73,77,78,85
p05_fila_041.html,2025-06-22 05:45:00,4,16,17,20,25,27,36,37,45,46,48,50,60,61,67,73,74,78,79,80
p05_fila_040.html,2025-06-22 05:50:00,4,13,25,27,28,31,34,37,43,46,51,52,56,64,66,76,78,83,87,89
p05_fila_039.html,2025-06-22 05:55:00,1,19,21,30,33,38,41,42,52,55,56,59,60,63,67,69,76,80,85,86
p05_fila_038.html,2025-06-22 06:00:00,11,14,19,24,30,31,33,34,35,39,49,56,59,62,70,72,75,82,86,87
p05_fila_037.html,2025-06-22 06:05:00,2,13,15,19,20,21,26,36,46,50,53,55,61,66,68,71,74,80,81,85
p05_fila_036.html,2025-06-22 06:10:00,10,11,15,18,21,23,24,29,32,33,35,44,60,66,69,71,76,79,83,89
p05_fila_035.html,2025-06-22 06:15:00,4,5,14,23,26,34,36,37,42,46,57,58,61,63,66,68,71,80,83,90
p05_fila_034.html,2025-06-22 06:20:00,5,6,17,21,24,27,29,30,31,37,41,42,44,54,59,66,76,77,78,85
p05_fila_033.html,2025-06-22 06:25:00,9,11,28,30,34,35,57,59,62,63,66,67,70,73,74,77,79,83,88,89
p05_fila_032.html,2025-06-22 06:30:00,5,9,15,19,26,30,32,34,35,42,44,49,51,54,58,59,72,77,80,85
p05_fila_031.html,2025-06-22 06:35:00,1,5,10,18,20,25,34,51,58,60,61,67,72,73,76,78,79,83,85,90
p05_fila_030.html,2025-06-22 06:40:00,1,9,12,23,24,26,29,33,36,40,53,54,55,56,59,60,64,69,81,83
p05_fila_029.html,2025-06-22 06:45:00,4,10,13,24,25,26,27,34,36,37,42,43,45,49,50,64,69,70,79,86
p05_fila_028.html,2025-06-22 06:50:00,2,6,9,10,17,19,20,21,22,26,34,37,41,59,65,70,71,72,78,82
p05_fila_027.html,2025-06-22 06:55:00,1,3,6,7,17,19,26,28,46,50,59,66,67,69,70,74,77,79,82,83
p05_fila_026.html,2025-06-22 07:00:00,4,7,9,17,21,22,24,26,34,35,47,49,54,62,70,73,75,81,86,90
p05_fila_025.html,2025-06-22 07:05:00,2,8,11,18,19,24,25,42,44,46,52,60,64,66,72,73,78,84,88,89
p05_fila_024.html,2025-06-22 07:10:00,1,2,12,15,17,19,20,23,39,54,57,59,60,63,66,69,72,73,75,88
p05_fila_023.html,2025-06-22 07:15:00,1,2,5,9,10,12,17,23,24,39,42,50,51,56,66,69,70,73,74,85
p05_fila_022.html,2025-06-22 07:20:00,1,3,10,11,16,19,23,25,26,29,31,32,44,45,49,55,64,70,74,89
p05_fila_021.html,2025-06-22 07:25:00,1,3,5,6,9,18,21,22,25,29,30,44,46,64,66,74,81,84,85,86
p05_fila_020.html,2025-06-22 07:30:00,5,6,10,18,19,25,32,33,34,35,36,38,41,42,55,63,66,77,81,84
p05_fila_019.html,2025-06-22 07:35:00,6,14,21,28,30,31,33,34,38,45,53,60,61,63,70,78,79,82,86,90
p05_fila_018.html,2025-06-22 07:40:00,1,3,12,15,17,31,32,33,37,41,43,45,55,58,62,66,67,71,88,89
p05_fila_017.html,2025-06-22 07:45:00,1,6,16,18,27,30,31,33,34,38,39,43,46,49,63,64,74,81,82,89
p05_fila_016.html,2025-06-22 07:50:00,3,6,17,19,24,26,34,35,36,38,39,42,52,53,55,56,62,67,68,69
p05_fila_015.html,2025-06-22 07:55:00,7,11,12,14,15,25,27,35,42,50,52,54,60,62,64,67,69,74,86,87
p05_fila_014.html,2025-06-22 08:00:00,7,8,19,20,21,22,26,27,31,35,40,44,55,76,78,79,81,87,88,89
p05_fila_013.html,2025-06-22 08:05:00,1,14,25,31,36,38,43,44,49,50,53,57,64,68,73,80,82,83,85,90
p05_fila_012.html,2025-06-22 08:10:00,4,17,19,25,28,29,32,33,40,44,55,56,58,59,63,68,71,81,87,89
p05_fila_011.html,2025-06-22 08:15:00,1,10,11,14,15,17,38,47,49,51,53,55,59,65,67,72,80,83,89,90
p05_fila_010.html,2025-06-22 08:20:00,3,7,9,16,17,19,23,26,29,40,43,44,50,60,64,67,74,79,81,88
p05_fila_009.html,2025-06-22 08:25:00,2,5,9,13,16,29,34,39,51,52,56,57,70,71,72,75,77,78,85,90
p05_fila_008.html,2025-06-22 08:30:00,4,5,12,17,20,25,38,39,40,47,50,52,58,60,63,64,68,75,84,90
p05_fila_007.html,2025-06-22 08:35:00,14,16,20,31,32,37,41,42,47,50,51,54,55,61,64,67,69,71,76,85
p05_fila_006.html,2025-06-22 08:40:00,1,2,3,6,10,16,20,21,22,23,26,33,36,41,45,60,61,74,84,87
p05_fila_005.html,2025-06-22 08:45:00,1,4,6,8,21,25,27,32,33,36,65,66,67,68,71,74,78,79,86,87
p05_fila_004.html,2025-06-22 08:50:00,4,6,10,16,21,28,32,34,35,36,41,42,44,54,62,64,67,79,86,87
p05_fila_003.html,2025-06-22 08:55:00,1,9,30,36,41,43,56,58,60,62,63,64,69,72,76,79,80,81,83,86
p05_fila_002.html,2025-06-22 09:00:00,5,11,17,24,27,28,31,35,38,43,50,51,52,56,67,73,77,84,85,86
p05_fila_001.html,2025-06-22 09:05:00,7,11,18,19,22,34,36,39,41,51,52,54,55,60,63,65,78,80,87,88
p05_fila_000.html,2025-06-22 09:10:00,1,5,12,15,24,25,27,45,47,50,57,61,62,64,68,69,70,77,88,89
p04_fila_099.html,2025-06-22 09:15:00,1,7,19,35,38,40,41,46,50,51,53,61,63,64,67,73,77,78,85,86
p04_fila_098.html,2025-06-22 09:20:00,2,13,15,16,19,22,24,38,39,42,44,49,53,56,63,71,79,81,84,89
p04_fila_097.html,2025-06-22 09:25:00,1,3,4,12,13,15,16,20,36,40,41,42,43,44,51,67,68,70,85,87
p04_fila_096.html,2025-06-22 09:30:00,2,11,13,16,17,21,24,25,26,29,30,35,57,60,68,70,79,84,86,87
p04_fila_095.html,2025-06-22 09:35:00,2,4,7,11,16,17,21,26,30,45,48,49,56,75,77,78,81,87,89,90
p04_fila_094.html,2025-06-22 09:40:00,1,2,3,5,12,19,27,28,31,35,40,42,59,60,61,65,69,72,82,88
p04_fila_093.html,2025-06-22 09:45:00,4,11,14,16,20,27,32,45,51,59,61,63,64,71,78,81,84,86,88,89
p04_fila_092.html,2025-06-22 09:50:00,2,15,19,20,22,24,26,29,39,41,42,47,49,52,54,59,71,75,84,88
p04_fila_091.html,2025-06-22 09:55:00,3,16,20,25,29,32,35,38,41,47,48,50,51,61,65,67,69,70,73,81
p04_fila_090.html,2025-06-22 10:00:00,1,5,9,11,12,14,15,18,23,24,25,27,32,35,38,50,52,63,64,67
p04_fila_089.html,2025-06-22 10:05:00,4,9,17,18,20,32,40,46,47,52,54,57,60,61,65,66,68,71,73,79
p04_fila_088.html,2025-06-22 10:10:00,1,5,10,11,12,13,30,31,34,40,46,50,55,57,59,63,67,76,77,90
p04_fila_087.html,2025-06-22 10:15:00,3,7,8,14,15,16,22,25,32,37,38,39,43,52,54,55,61,62,66,87
p04_fila_086.html,2025-06-22 10:20:00,1,4,8,11,12,16,20,21,23,33,37,40,43,53,63,64,74,77,80,90
p04_fila_085.html,2025-06-22 10:25:00,1,6,19,20,22,26,27,31,33,34,45,49,50,52,56,67,69,71,72,84
p04_fila_084.html,2025-06-22 10:30:00,5,12,13,22,24,27,28,30,33,36,47,49,55,62,63,65,67,69,76,80
p04_fila_083.html,2025-06-22 10:35:00,5,6,8,14,28,32,39,44,45,48,50,56,69,72,73,75,77,78,84,89
p04_fila_082.html,2025-06-22 10:40:00,8,10,13,26,28,38,39,44,49,50,52,53,58,59,68,71,74,75,85,89
p04_fila_081.html,2025-06-22 10:45:00,7,8,12,18,20,25,26,30,31,33,34,37,55,67,69,71,75,76,79,81
p04_fila_080.html,2025-06-22 10:50:00,6,15,16,20,22,33,34,35,40,50,54,63,64,67,70,76,83,84,86,90
p04_fila_079.html,2025-06-22 10:55:00,2,5,6,8,15,16,18,29,31,38,40,42,44,45,48,60,61,68,78,81
p04_fila_078.html,2025-06-22 11:00:00,1,4,6,10,13,15,21,22,26,29,41,52,65,66,70,71,73,75,80,85
p04_fila_077.html,2025-06-22 11:05:00,5,8,17,24,32,34,35,36,42,46,49,54,63,65,67,68,71,75,84,89
p04_fila_076.html,2025-06-22 11:10:00,2,5,12,14,18,20,22,24,31,32,40,43,51,53,61,62,66,68,86,87
p04_fila_075.html,2025-06-22 11:15:00,6,15,18,26,30,32,35,40,41,42,45,49,50,52,56,58,59,75,85,89
p04_fila_074.html,2025-06-22 11:20:00,6,8,13,16,18,19,25,31,33,40,44,50,53,54,56,65,67,68,86,88
p04_fila_073.html,2025-06-22 11:25:00,3,11,12,13,14,16,27,40,42,46,51,55,58,63,72,76,78,79,81,89
p04_fila_072.html,2025-06-22 11:30:00,3,6,12,18,21,23,24,25,27,40,48,49,58,62,64,69,70,83,84,88
p04_fila_071.html,2025-06-22 11:35:00,2,4,5,11,15,19,21,22,38,44,47,55,62,63,71,72,78,80,87,88
p04_fila_070.html,2025-06-22 11:40:00,3,11,16,17,23,26,31,37,45,51,53,58,64,66,69,70,73,74,76,80
p04_fila_069.html,2025-06-22 11:45:00,4,14,21,22,30,31,33,35,43,45,46,49,53,58,60,64,66,71,78,83
p04_fila_068.html,2025-06-22 11:50:00,12,16,19,22,32,34,35,39,44,50,54,57,65,69,70,75,78,80,87,89
p04_fila_067.html,2025-06-22 11:55:00,4,9,22,25,29,31,35,42,47,52,56,62,66,70,76,81,87,88,89,90
p04_fila_066.html,2025-06-22 12:00:00,5,13,18,20,27,29,33,37,44,52,53,54,57,69,73,75,77,86,88,90
p04_fila_065.html,2025-06-22 12:05:00,2,5,7,8,10,14,15,22,33,38,45,48,49,51,55,59,67,73,81,87
p04_fila_064.html,2025-06-22 12:10:00,12,20,21,24,28,36,41,42,45,48,53,54,55,57,64,74,76,77,80,90
p04_fila_063.html,2025-06-22 12:15:00,8,9,11,21,26,30,38,43,51,54,58,63,66,67,69,71,73,83,86,90
p04_fila_062.html,2025-06-22 12:20:00,2,18,23,25,30,33,35,39,40,46,48,54,57,66,67,72,74,80,81,87
p04_fila_061.html,2025-06-22 12:25:00,2,21,22,26,39,41,44,48,49,50,53,57,65,69,75,76,77,78,79,89
p04_fila_060.html,2025-06-22 12:30:00,1,4,5,10,16,18,28,29,30,35,38,46,48,55,57,69,72,78,80,90
p04_fila_059.html,2025-06-22 12:35:00,1,6,9,18,20,22,29,30,40,41,42,43,54,66,68,71,76,77,82,83
p04_fila_058.html,2025-06-22 12:40:00,2,5,10,15,22,37,41,46,54,55,62,66,67,72,73,81,83,86,87,88
p04_fila_057.html,2025-06-22 12:45:00,1,2,4,5,17,22,24,39,41,42,43,49,50,53,64,67,72,82,85,86
p04_fila_056.html,2025-06-22 12:50:00,5,7,13,18,22,26,27,31,36,37,40,42,48,55,56,57,69,75,81,88
p04_fila_055.html,2025-06-22 12:55:00,1,3,8,20,27,28,35,43,46,54,56,59,62,64,66,67,70,75,76,83
p04_fila_054.html,2025-06-22 13:00:00,5,12,13,17,19,25,26,28,31,32,39,42,43,46,48,62,63,76,81,89
p04_fila_053.html,2025-06-22 13:05:00,4,12,14,16,17,19,22,26,30,34,35,43,57,58,59,70,72,82,87,90
p04_fila_052.html,2025-06-22 13:10:00,2,10,13,15,16,25,26,31,37,38,41,45,47,49,52,56,61,66,78,90
p04_fila_051.html,2025-06-22 13:15:00,5,9,10,25,33,51,58,60,63,64,65,66,67,69,73,76,79,82,86,87
p04_fila_050.html,2025-06-22 13:20:00,2,8,14,16,17,19,21,22,31,43,44,48,52,60,62,65,71,82,88,89
p04_fila_049.html,2025-06-22 13:25:00,2,3,5,6,7,8,17,21,30,35,39,42,45,50,74,78,83,85,87,90
p04_fila_048.html,2025-06-22 13:30:00,6,14,16,17,21,23,31,33,34,36,37,40,44,48,65,66,67,71,73,86
p04_fila_047.html,2025-06-22 13:35:00,3,7,11,17,21,22,24,30,34,37,42,44,45,54,63,72,74,80,83,88
p04_fila_046.html,2025-06-22 13:40:00,5,7,15,19,20,23,33,38,40,43,45,53,56,57,61,65,71,73,75,79
p04_fila_045.html,2025-06-22 13:45:00,5,6,11,12,13,20,23,24,25,29,32,34,39,47,52,61,68,69,73,85
p04_fila_044.html,2025-06-22 13:50:00,6,13,21,26,31,33,38,39,40,47,49,52,61,65,67,68,70,74,80,90
p04_fila_043.html,2025-06-22 13:55:00,8,9,10,12,19,24,25,30,36,39,41,43,46,47,48,50,65,68,74,80
p04_fila_042.html,2025-06-22 14:00:00,4,10,18,28,29,30,31,33,35,40,50,51,57,58,65,67,77,78,79,85
p04_fila_041.html,2025-06-22 14:05:00,12,19,20,22,23,24,28,29,34,38,39,41,42,47,57,58,59,76,83,88
p04_fila_040.html,2025-06-22 14:10:00,9,10,13,16,20,28,29,30,34,36,37,41,44,49,51,53,56,61,68,77
